1.25062,27.1598,1298.09,0.458571,56.2529,217.901,1688.12,728.066,4017.3, ,0.406988,27.1598,1097.39,0.366141,56.2529,35.2792,1688.12,728.066,3633.04, ,0.406988,27.1598,1089.84,0.366141,55.7924,35.2792,1688.12,728.066,3625.03,
1.25062,30.1213,1237.88,0.416724,62.6425,217.901,1688.25,728.066,3966.53, ,0.2536,30.1213,1057.25,0.463733,62.6425,2.07525,1688.25,728.066,3569.12, ,0.2536,30.1213,968.602,0.463733,56.6182,2.07525,1688.25,728.066,3474.45,
1.25062,35.5027,1197.74,0.388826,74.9151,217.901,1688.52,728.066,3944.29, ,0.2536,35.5027,966.931,0.338218,74.9151,2.07525,1688.52,728.066,3496.6, ,0.2536,35.5027,673.075,0.5683,46.139,2.07525,1688.52,728.066,3174.2,
1.25062,53.4405,1197.74,0.388826,77.2904,217.901,1689.75,728.066,3965.83, ,0.2536,53.4405,946.861,0.261524,77.2904,2.07525,1689.75,728.066,3498, ,0.2536,53.4405,261.018,0.261524,19.7826,2.07525,1689.75,728.066,2754.65,
1.25062,92.9869,1197.74,0.388826,102.89,217.901,1692.97,728.066,4034.2, ,0.2536,92.9869,936.826,0.254549,102.89,2.07525,1692.97,728.066,3556.32, ,0.2536,92.9869,15.0528,0.254549,0,2.07525,1692.97,728.066,2531.66,

2.46997,27.1598,1257.95,1.01859,56.2529,201.299,1688.47,728.066,3962.69, ,0.856311,27.1598,1077.32,0.817953,56.2529,35.2792,1688.47,728.066,3614.22, ,0.856311,27.1598,1069.77,0.817953,55.7924,35.2792,1688.47,728.066,3606.21,
2.46997,30.1213,1217.81,0.952607,62.6425,201.299,1688.6,728.066,3931.96, ,0.533579,30.1213,1057.25,1.04171,62.6425,2.07525,1688.6,728.066,3570.33, ,0.533579,30.1213,968.602,1.04171,56.6182,2.07525,1688.6,728.066,3475.66,
2.46997,35.5027,1177.67,0.886626,74.9151,201.299,1688.87,728.066,3909.68, ,0.533579,35.5027,966.931,0.76488,74.9151,2.07525,1688.87,728.066,3497.66, ,0.533579,35.5027,673.075,0.735477,46.139,2.07525,1688.87,728.066,3174.99,
2.46997,53.4405,1177.67,0.886626,77.2904,201.299,1690.1,728.066,3931.22, ,0.533579,53.4405,946.861,0.603514,77.2904,2.07525,1690.1,728.066,3498.97, ,0.533579,53.4405,261.018,0.603514,19.7826,2.07525,1690.1,728.066,2755.62,
